ID;Met_structure;Metaphor;Translation (english);Source;Author;Type_of_text;Introductory_sentence;Original_context;length_context;Structure_type;Word1;Length_topic;Frequency_topic;Concreteness_topic;Word2;Length_vehicle;Frequency_vehicle;Concreteness_vehicle;SemanticDistance;Cloze_probability_withoucontext;Familiarity_withoutcontext;Concreteness_withoutcontext;Difficulty_withoutcontext;Meaningfulness_withoutcontext;Gulpease_incontext;Cloze_probability_incontext;Familiarity_incontext;Concreteness_incontext;Difficulty_incontext;Meaningfulness_incontext;Bambini et al. (2014);IUSS NEPLab MetaLiterary study
FA_LIT525;Genitive;profumo di vecchiezza;scent of old age;;;;;"Abitudini di mezzo secolo vi aveano lasciata la loro
orma, un profumo di vecchiezza nella mobilia dorata, della quale,
come i gomiti al soprabito del padrone, lucevano gli angoli logorati,
una voluta aggiustatezza sulle mensole di marmo bianco, nei cantucci
in penombra, pieni di mistero";41;TV;profumo;7;159;3,979;vecchiezza;10;1;;0,776;;;;;;;;;;;;N;Y
FA_LIT298;Genitive;pianure di corallo;plains of coral;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;;"Alito assopente, trascinami
  per le immense pianure di corallo, sommerse!";11;TV;pianure;7;47;3,981;corallo;7;9;4,309;0,858;;;;;;;;;;;;N;Y
FA_LIT376;Genitive;febbre di fiamma;fever of flame;La rovina;Novaro, Angiolo Silvio;PROSE;;"E tutto quest'oggi mi son nutrito di questa certezza, ho vissuto di
questa febbre di fiamma e di abisso";19;TV;febbre;6;69;3,982;fiamma;6;151;4,013;0,766;;;;;;;;;;;;N;Y
FA_LIT319;Genitive;mare di fuoco;sea of fire;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;;"Nella platea del teatro, che può misurare
  più di venti chilometri di diametro,
  si spiega largamente
  un invitante mare di fuoco";25;TV;mare;4;630;4,007;fuoco;5;609;4,179;0,806;;;;;;;;;;;;N;Y
FA_LIT339;Genitive;mare di latte;sea of milk;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;;"Lancio così la voce del mio dolore notturno,
  nel cielo aperto, al largo di questo mare di latte";20;TV;mare;4;630;4,007;latte;5;152;4,824;0,948;;;;;;;;;;;;N;Y
FA_LIT453;Genitive;fiamma di sogno;flame of dream;Vestire gli ignudi: Commedia in tre atti;Pirandello, Luigi;PROSE;;"Perchè lei non sa che bei tiri le giuoca e che scherzi le
combina, che graziose sorprese intanto le prepara la sua anima,
respirando, palpitando nell'aereo fervore di quei momenti, sciolta
d'ogni freno, destituita d'ogni riflessione, accesa, abbagliata in
quella fiamma di sogno";42;TV;fiamma;6;151;4,013;sogno;5;554;3,246;0,808;;;;;;;;;;;;N;Y
FA_LIT264;Genitive;mani di velluto;hands of velvet;Le Seduzioni;Guglielminetti, Amalia;POEM;;"E mi conobbi mani di velluto
    per le carezze lunghe, e per i nomi
    cari una voce dolce di lïuto";27;TV;mani;4;1595;4,02;velluto;7;42;4,51;0,73;;;;;;;;;;;;N;Y
FA_LIT105;Genitive;tramonti di sangue;sunset of blood;Novale-Diario;Tozzi;PROSE;Questo brano parla dei pensieri macabri di un uomo di nome Edgardo.;Edgardo teneva a memoria quello che in quel momento vedeva. Erano abissi inarrivabili, tramonti di sangue, lame di coltello, profili soavi di donna.;23;TV;tramonti;8;68;4,052;sangue;6;473;4,181;0,805;0;2;2;3,467;2,467;62;0;1,53;1,93;3,33;2,47;Y;N
FA_LIT399;Genitive;ali di fiamma;wings of flame;Fuochi di bivacco;Oriani, Alfredo;PROSE;;"vi sarà uno sfogo alle idee, un controllo
a certe spese, un veicolo a taluni interessi; da quella sala tratto
tratto certe parole apriranno le grandi ali di fiamma e si involeranno
sino ai confini dell'impero, messaggere di resurrezione";38;TV;ali;3;161;4,08;fiamma;6;151;4,013;0,806;;;;;;;;;;;;N;Y
FA_LIT084;Genitive;rami d'oro;branches of gold;Myricae;Pascoli;POEM;In questo brano una madre descrive al figlio un bel paesaggio.;Quando brillava il vespero vermiglio, \ e il cipresso pareva oro, oro fino, \ la madre disse al piccoletto figlio: \ Così fatto è lassù tutto un giardino. \ Il bimbo dorme, e sogna i rami d'oro \ gli alberi d'oro.;43;TV;rami;4;99;4,093;oro;3;395;4,383;0,825;0;2,667;2,933;3,067;2,6;62;0,47;2,73;2,33;2,27;3;Y;N
FA_LIT065;Genitive;occhi d'acciaio;eyes of steel;La Vergine Orsola;D’Annunzio;PROSE;Questo brano descrive un uomo, Don Vincenzo, e una donna, Teodora.;Don Vincenzo Bucci, il medico, seduto, guardava il pomo d'argento della bella mazza, le belle corniole incise ch'egli aveva negli anelli delle dita, aspettando. Teodora La Iece, una tessitrice vicina, stava ritta, in silenzio, tutta intenta nell'atteggiare a dolore la faccia bianca e lentigginosa, gli occhi d'acciaio, la bocca crudele.;54;TV;occhi;5;1297;4,098;acciaio;7;77;4,575;0,863;0;2,467;2,467;2,467;2,733;49;0;2,47;2,2;2,4;3,13;Y;N
FA_LIT066;Genitive;occhi di carbone;eyes of coal;L’isola del giorno prima;Eco;PROSE;Questo brano contiene delle riflessioni sull’amore verso una donna.;E come gli amorosi identificano, rivisitando un luogo, l’amata con ogni fiore, con ogni stormire di foglie e ogni sentiero, ecco, ora lui sarebbe morto d’amore accarezzando la bocca di un cannone… non celebravano forse i poeti la loro dama lodandone le labbra di rubino, gli occhi di carbone, il seno di marmo, il cuore di diamante?;;TV;occhi;5;1297;4,098;carbone;7;48;4,556;0,809;;2,133;2,467;2,933;2,667;49;0;2,2;2,13;1,8;3,73;Y;N
FA_LIT136;Genitive;occhi di genziana;eyes of gentian;Il passaggio: Romanzo;Aleramo, Sibilla;PROSE;;"Mi sono svegliata chiamando Felice, Felice dagli occhi di genziana
e dai capelli di fiamma, Felice che ha i miei anni e l'alta gentile
figura che vorrei veder una volta profilata nel cielo su una delle
nostre balze";36;TV;occhi;5;1297;4,098;genziana;8;1;4,312;0,791;;;;;;;;;;;;N;Y
FA_LIT320;Genitive;occhi di liquirizia;eyes of licorice;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;;"E' questa, veramente, la più sorniona e cauta
  delle sere preferite dai demoni....
  sera medioevale piena di lampi algebrici
  in cui colano occhi di liquirizia";29;TV;occhi;5;1297;4,098;liquirizia;10;2;4,079;0,914;;;;;;;;;;;;N;Y
FA_LIT371;Genitive;occhi di luce;eyes of light;Dal profondo;Negri, Ada;POEM;;"Occhi di luce e di malia,
    occhioni ardenti ov’io misi una fiamma
    del rogo mio, voi vi socchiuderete
    un giorno, per celar l’ombre inquiete
    d’un sogno agli occhi della vostra mamma";43;TV;occhi;5;1297;4,098;luce;4;730;3,437;0,793;;;;;;;;;;;;N;Y
FA_LIT519;Genitive;occhi di porcellana;eyes of porcelain;Donne e fanciulle;Zùccoli, Luciano;PROSE;;"Non mi
dirai che quella pelle di rame con quegli occhi di porcellana e i
capelli di tutti i colori siano gli attributi d'una bella donna.";26;TV;occhi;5;1297;4,098;porcellana;10;26;4,61;0,837;;;;;;;;;;;;N;Y
FA_LIT295;Genitive;occhi di porpora;eyes of purple;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;;"Esploro lontano, e vedo tettoie formidabili
  dagli occhi di porpora, arrotondati dall'attesa,
  che s'accosciano intorno alla fumida bocca
  della stazione";25;TV;occhi;5;1297;4,098;porpora;7;9;4,16;0,839;;;;;;;;;;;;N;Y
FA_LIT370;Genitive;occhi di sole;eyes of sunshine;Dal profondo;Negri, Ada;POEM;;"I tuoi capelli
    battenti il dorso eran color del rame,
    tutti a riccioli, vivi uno per uno:
    e verdastri e mutevoli i tuoi occhi
    di sole e d’onda";40;TV;occhi;5;1297;4,098;sole;4;485;3,999;0,809;;;;;;;;;;;;N;Y
FA_LIT130;Genitive;giardino di cristallo;crystal garden;Il passaggio: Romanzo;Aleramo, Sibilla;PROSE;;"Indicai Roma, come un giardino di cristallo che stesse appena sorgendo
sullo sfondo di quell'immensità.";15;TV;giardino;8;310;4,139;cristallo;9;49;3,965;0,773;;;;;;;;;;;;N;Y
FA_LIT438;Genitive;luna di platino;moon of platinum;Prose (1880-1890);Pascarella, Cesare;PROSE;;"La luna di platino, il cielo
di cobalto, le nubi di madreperla, le foreste di ametista, le radiche
degli alberi fatte di vipere morte, i pioppi consapevoli e discreti,
i fiumi fedeli, i cefali bianchi e le altre mille cose straordinarie,
che io avevo lette tante volte in poesia, ed ero certo di trovare
qui in prosa, le ho ancora da vedere";57;TV;luna;4;181;4,145;platino;7;8;3,868;0,726;;;;;;;;;;;;N;Y
FA_LIT299;Genitive;polmoni di bronzo;lungs of bronze;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;;"Così, così, nudo e tutto grondante,
  con la pienezza risonante dei miei polmoni di bronzo";18;TV;polmoni;7;58;4,161;bronzo;6;56;4,315;0,799;;;;;;;;;;;;N;Y
FA_LIT312;Genitive;fiume di latte;river of milk;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;;"il mio monoplano scivola
  col leggiero trasalire d'un canotto,
  alla deriva in questo fiume di latte";19;TV;fiume;5;275;4,169;latte;5;152;4,824;0,812;;;;;;;;;;;;N;Y
FA_LIT341;Genitive;fiume di gemme;river of gems;La camicia rossa;Mario, Alberto;PROSE;;"Sarebbesi creduto il cono del vulcano semiaperto da un
punto fisso a guisa di coperchio, e scorrente dall'immensa fessura un
fiume di gemme colate";23;TV;fiume;5;275;4,169;gemme;5;14;3,779;0,797;;;;;;;;;;;;N;Y
FA_LIT153;Genitive;carnagione di latte;complexion of milk;I rossi e i neri;Barrilli, Anton Giulio;PROSE;;"Maddalena Torralba, la soave Maddalena,
dai grand'occhi azzurrognoli, dalla carnagione di latte";13;TV;carnagione;10;12;4,172;latte;5;152;4,824;0,928;;;;;;;;;;;;N;Y
FA_LIT366;Genitive;culla di fango;cradle of mud;Maternità;Negri, Ada;POEM;;A la tua culla di fango il furïoso uragano s’abbatte.;10;TV;culla;5;33;4,193;fango;5;56;4,697;0,793;;;;;;;;;;;;N;Y
FA_LIT530;Genitive;carcere di vetro;prison of glass;Esilio;Negri, Ada;POEM;;"Strozza il singulto, e non voltarti indietro.
    Nulla qui dentro è tuo, nemmeno l’aria,
    nemmeno quella smorta cineraria
    che agonizza nel carcere di vetro.";33;TV;carcere;7;412;4,204;vetro;5;198;4,701;0,836;;;;;;;;;;;;N;Y
FA_LIT083;Genitive;prato di velluto;grass of velvet;Il Giovenile Errore;Gozzano;POEM;In questo brano un uomo si interroga sulla sua esperienza.;Non so se veramente fu vissuto \ quel giorno della prima primavera. \ Ricordo - o sogno? - un prato di velluto \ ricordo - o sogno? - un cielo che si annera, \ e il tuo sgomento e i lampi e la bufera \ livida sul paese sconosciuto...;49;TV;prato;5;94;4,206;velluto;7;42;4,51;0,661;0;3,267;2,867;3,467;2,267;76;0;2,07;2,27;2,67;2,53;Y;N
FA_LIT309;Genitive;bacio di fuoco;kiss of fire;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;;;;TV;bacio;5;135;4,213;fuoco;5;609;4,179;0,745;;;;;;;;;;;;N;Y
FA_LIT008;Genitive;bacio di marmo;kiss of marble;L’Allegria;Ungaretti;POEM;In questo brano l'autore ricorda una forte emozione.;Appieno infine \ sfrenato \ il solito essere sgomento \ non batte più il tempo col cuore \ non ha tempo né luogo \ è felice \ Ho sulle labbra \ il bacio di marmo.;35;TV;bacio;5;135;4,213;marmo;5;78;4,806;0,856;0;1,533;2,533;2,6;2,8;67;0;1,33;1,8;3,47;3;Y;N
FA_LIT528;Genitive;cerchi di splendore;circles of splendor;Esilio;Negri, Ada;POEM;;"Da oggi a sempre, o tu che nel tuo viso
    sol ti rifletti, va per vie d’amore,
    lieve ondeggiando in cerchi di splendore
    cosmico, e ardendo in ogni atomo un riso";40;TV;cerchi;6;72;4,234;splendore;9;49;2,764;0,671;;;;;;;;;;;;N;Y
FA_LIT202;Genitive;palpebra di fuoco;eyelid of fire;La Leda senza cigno;D'Annunzio, Gabriele;PROSE;;"Lampi di calore si succedevano senza pause dietro le sue
cupole, come il battito incessante d'una palpebra di fuoco";19;TV;palpebra;8;25;4,236;fuoco;5;609;4,179;0,883;;;;;;;;;;;;N;Y
FA_LIT018;Genitive;cielo d'ambra;sky of amber;Nuovi Poemetti;Pascoli;POEM;Questi versi descrivono l'intima sofferenza di un uomo.;"Non aveva pianto. \ Dicea di quando in quando una preghiera. \ Dormir, sognare, non volea; ché tanto... \ non c'era più! Perché sognar che c'era? \ non saper più, ma per un poco, appena, \ ch'era partita al rosseggiar di sera? \ Quando cantò la prima capinera \ nel puro cielo d'ambra e di viola, \ dormiva, sciolta la gran chioma nera.";67;TV;cielo;5;321;4,245;ambra;5;8;3,922;0,751;0;3,067;2,4;2,2;3,6;77;0;1,67;1,6;2,87;2,8;Y;N
FA_LIT310;Genitive;cielo di cotone;sky of cotton;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;;;;TV;cielo;5;321;4,245;cotone;6;54;4,679;0,782;;;;;;;;;;;;N;Y
FA_LIT229;Genitive;cielo di cristallo;crystal sky;Dopo il divorzio;Deledda, Grazia;PROSE;;"E sopra, sopra
l'infinito anello del mare, il cielo di cristallo azzurro-cupo
incurvavasi come una immensa valle silenziosa, tutta fiorita di stelle
gialle.";21;TV;cielo;5;321;4,245;cristallo;9;49;3,965;0,729;;;;;;;;;;;;N;Y
FA_LIT188;Genitive;cielo di farina;sky of flour;Il trampolino per le stelle: Tre dialoghi e due racconti;D'Ambra, Lucio;PROSE;;Fuori nevica da un cielo di farina;7;TV;cielo;5;321;4,245;farina;6;52;4,5;0,695;;;;;;;;;;;;N;Y
FA_LIT475;Genitive;cielo di ferro;iron sky;Le Aquile della Steppa: Romanzo;Salgari, Emilio;PROSE;;"Gl?indigeni risentono appena questa inclemenza della natura, e non si
lamentan guari di questo cielo di ferro";16;TV;cielo;5;321;4,245;ferro;5;206;4,251;0,76;;;;;;;;;;;;N;Y
FA_LIT251;Genitive;cielo di fiamma;sky of flame;Verso la cuna del mondo: Lettere dall'India;Gozzano, Guido;PROSE;;"Per le cose come per gli uomini il tropico
è deleterio; e sotto questo cielo di fiamma e d'uragano i secoli
contano per millenni.";23;TV;cielo;5;321;4,245;fiamma;6;151;4,013;0,848;;;;;;;;;;;;N;Y
FA_LIT020;Genitive;cielo d'oro;sky of gold;Myricae;Pascoli;POEM;In questo brano si descrive un paesaggio naturale con animali e piante.;"Tra gli argini su cui mucche tranquilla- \ mente pascono, bruna si difila \ la via ferrata che lontano brilla; \ e nel cielo di perla dritti, uguali, \ con loro trama delle aeree fila \ digradano in fuggente ordine i pali.";42;TV;cielo;5;321;4,245;oro;3;395;4,383;0,789;0;2,133;2;2,733;3,067;49;0;2,33;1,73;2,33;3,53;Y;N
FA_LIT019;Genitive;cielo di perla;sky of pearl;Myricae;Pascoli;POEM;Questo brano descrive la partenza di un anziano uomo.;"È un vecchio che parte; e il paese \ gli porta qualcosa che chiese, \ cantando sotto il cielo d’oro: \ O vivo pan del ciel!... \ qualcosa che in tanti e tanti anni, \ cercando tra gioie ed affanni, \ ancora non potè riporre \ da portar via con sè.";51;TV;cielo;5;321;4,245;perla;5;30;4,006;0,714;0;2,333;2,2;2,4;3;;;;;;;Y;N
FA_LIT260;Genitive;cielo di piombo;sky of lead;Rime di Argia Sbolenfi;Guerrini, Olindo;POEM;;"Si levan sospinti dal vento
    I bianchi vapori dei monti;
    Nel cielo di piombo le nubi d'argento
    Cacciate, travolte, nascondono il sol";32;TV;cielo;5;321;4,245;piombo;6;68;4,616;0,755;;;;;;;;;;;;N;Y
FA_LIT425;Genitive;stagno di mercurio;pond of mercury;Il codice di Perelà;Palazzeschi, Aldo;PROSE;;"Rimasi ferma, immobile, e immobile lui: lo specchio! E l'imagine sopra
vi si avvicinò, vi si avvicinò, come ad immergersi in uno stagno di
mercurio";24;TV;stagno;6;23;4,269;mercurio;8;12;4,056;0,671;;;;;;;;;;;;N;Y
FA_LIT338;Genitive;nuvole di cristallo;clouds of crystal;L'alcova d'acciaio: Romanzo vissuto;Marinetti, F. T.;PROSE;;"si finisce il pranzo alla rinfusa, sbandati,
con grande scrosciar di risate nella risata fulva del Tramonto, tutto
nuvole di cristallo incandescente, bottiglie spumeggianti d'oro, cirri
di porcellana viola affastellati, luminoso banchetto aereo sospeso a
picco sulla pianura veneta crepuscolare";37;TV;nuvole;6;79;4,284;cristallo;9;49;3,965;0,851;;;;;;;;;;;;N;Y
FA_LIT061;Genitive;nuvole di fuoco;clouds of fire;Nuovi Poemetti;Pascoli;POEM;Questo brano descrive una giornata lavorativa che volge al termine.;Avea finito. E stettero alcun poco. \ E teste bianche e teste bionde e nere \ splendean sotto le nuvole di fuoco. \ Udiano le due voci delle sere \ di primavera, limpide e sonore, \ così lontano che parean non vere, \ così vicine che parean del cuore.;49;TV;nuvole;6;79;4,284;fuoco;5;609;4,179;0,736;0;2,8;2,667;2,533;3,267;;;;;;;Y;N
FA_LIT506;Genitive;fiore di luce;flower of light;I divoratori: romanzo;Vivanti, Annie;PROSE;;"Anni fa, quando la Gloria si era schiusa come un immenso fiore di luce innanzi a lei, e che, all'improvviso fragore del suo successo, tutti i
poeti d'Italia erano venuti a felicitarla e ad adularla--Uno non era
venuto";38;TV;fiore;5;410;4,304;luce;4;730;3,437;0,89;;;;;;;;;;;;N;Y
FA_LIT409;Genitive;fiore di sangue;flower of blood;Fuochi di bivacco;Oriani, Alfredo;PROSE;;"Il giglio
rosso di Firenze spiccava sopra un fondo di argento e pareva un vivo
fiore di sangue";16;TV;fiore;5;410;4,304;sangue;6;473;4,181;0,777;;;;;;;;;;;;N;Y
FA_LIT011;Genitive;barba di rame;beard of copper;Nuovi Poemetti;Pascoli;POEM;Questo brano descrive un brodiag (cioè vagabondo) che si rivolge ad alcuni contadini.;"Mancava ormai la legna e l’acquavite. \ Non venne il sonno e ritornò la fame. \ Disse un brodiag ai contadini: ""Udite?"" \ Si lisciava la gran barba di rame \ senza parlare, e si togliea tra il pelo \ le foglie secche e qualche fil di strame.";48;TV;barba;5;70;4,304;rame;4;23;4,595;0,846;0;1,333;1,6;2,933;2,333;;;;;;;Y;N
FA_LIT122;Genitive;capelli di fiamma;hair of flame;Il passaggio: Romanzo;Aleramo, Sibilla;PROSE;;"Mi sono svegliata chiamando Felice, Felice dagli occhi di genziana
e dai capelli di fiamma, Felice che ha i miei anni e l'alta gentile
figura che vorrei veder una volta profilata nel cielo su una delle
nostre balze";36;TV;capelli;7;400;4,361;fiamma;6;151;4,013;0,729;;;;;;;;;;;;N;Y
FA_LIT356;Genitive;capelli di seta;hair of silk;Tempeste;Negri, Ada;POEM;;"vedo l’abito bianco,
    vedo i lunghi capelli di seta,
    e sento l’anima, l’anima,
    l’anima tua, Nice";25;TV;capelli;7;400;4,361;seta;4;116;4,4;0,736;;;;;;;;;;;;N;Y
FA_LIT081;Genitive;pioggia di rose;rain of roses;Il Piacere;D’Annunzio;PROSE;Questo brano parla di una donna che piange immersa in un paesaggio naturale.;"Le lacrime le empivano gli occhi socchiusi, le rilucevano tra i cigli; e sogguardando innanzi a sé, ella vedeva il cielo farsi roseo, a traverso il velo del pianto. Era, nel cielo, una pioggia di rose come quando nella sera d'ottobre il sole moriva dietro il colle.";48;TV;pioggia;7;183;4,376;rose;4;197;4,145;0,718;0;2,667;2,533;2,733;3,333;57;0;2;1,67;2,8;3,27;Y;N
FA_LIT314;Genitive;frecce di luce;arrows of light;L'aeroplano del papa: Romanzo profetico in versi liberi;Marinetti, F. T.;POEM;;Impugnai tutti i vostri sussulti esitanti per disciplinarli e per renderli paralleli, così che ora riscoccano avanti! come frecce di luce;21;TV;frecce;6;40;4,383;luce;4;730;3,437;0,838;;;;;;;;;;;;N;Y
FA_LIT261;Genitive;labbra di rosa;lips of rose;Rime di Argia Sbolenfi;Guerrini, Olindo;POEM;;"Deh, colline ridenti, ombroso bosco
    Lieto d'acque perenni e di piacer
  E voi, labbra di rosa, ora conosco
    In che guai mi travolse un reo pensier";34;TV;labbra;6;158;4,417;rosa;4;197;4,331;0,528;;;;;;;;;;;;N;Y
FA_LIT051;Genitive;labbra di rubino;lips of ruby;L’isola del giorno prima;Eco;PROSE;Questo brano contiene riflessioni sull'amore verso una donna.;E come gli amorosi identificano, rivisitando un luogo, l'amata con ogni fiore, con ogni stormire di foglie e ogni sentiero, ecco, ora lui sarebbe morto d'amore accarezzando la bocca di un cannone… non celebravano forse i poeti la loro dama lodandone le labbra di rubino, gli occhi di carbone, il seno di marmo, il cuore di diamante?;59;TV;labbra;6;158;4,417;rubino;6;7;4,161;0,685;0;2,333;3,067;2,133;3,533;49;0,07;2,13;2,53;1,6;4,07;Y;N
FA_LIT284;Genitive;cespugli di rame;bushes of copper;Distruzione: Poema Futurista;Marinetti, F. T.;POEM;;"Non vedo infatti oscillare
  la tua gran barba dai cespugli di rame";13;TV;cespugli;8;43;4,443;rame;4;23;4,595;0,789;;;;;;;;;;;;N;Y
FA_LIT449;Genitive;cupola di fuoco;dome of fire;Le notti degli emigrati a Londra;Petruccelli della Gattina, Ferdinando;PROSE;;"Verso sera la burrasca si placò; e la luna emerse come una cupola di fuoco";15;TV;cupola;6;60;4,464;fuoco;5;609;4,179;0,959;;;;;;;;;;;;N;Y
FA_LIT191;Genitive;baci di fuoco;kisses of fire;L'innocente;D'Annunzio, Gabriele;PROSE;;"Tremante il viso non asconderai;
    Nell'onda lor come da notte avvolti
    Baci di fuoco troverem giammai";23;TV;baci;4;135;4,477;fuoco;5;609;4,179;0,701;;;;;;;;;;;;N;Y
FA_LIT133;Genitive;guance di pesca;cheeks of peach;Il passaggio: Romanzo;Aleramo, Sibilla;PROSE;;"Avevo le guance di rosa e lunghi e tanti capelli, avevo dolce la voce
e apparivo pietosa";16;TV;guance;6;50;4,488;pesca;5;109;4,121;0,765;;;;;;;;;;;;N;Y
FA_LIT058;Genitive;naso di madreperla;nose of pearl;Novelle per un anno;Pirandello;PROSE;Questo brano descrive i gesti di un uomo che esulta.;Sbuffava, e correva a strappar dal naso alla zia gli occhiali, o ad abbracciare forte forte la madre fin quasi a soffocarlo, o a stringere le braccia alla mogliettina gridandole frenetica, man mano che stringeva vieppiù e la sollevava da terra: Nianò. Nianò, Nianò, naso di madreperla, pettine di tartaruga, pampina di vite!;53;TV;naso;4;131;4,542;madreperla;10;4;4,657;0,806;0;1,533;2,267;3,467;2,133;51;0;1,73;2,33;1,87;3,93;Y;N
